   2   18       34.834758371      46.505377345      40.209213150
   2   19        7.882485624      11.789905454       9.605647439
   2   20        4.049324919       7.684250970       5.865215397
   2   21        3.798783890       7.774545572       5.734279185
   2   22        0.760618284       1.896939282       1.265588722
   2   23       16.524027791      22.779296781      19.351939200
   2   24       28.470755504      38.143180353      32.886239536
   2   25        6.065041933       9.268253372       7.443771486
   2   26        1.518340675       3.633229670       2.579725547
   2   27        1.183164607       3.325811657       2.234359693
   2   28        0.147566162       0.660265465       0.373178952
   2   29       10.670518822      15.419010552      12.731589712
   2   30       21.062711667      28.519366141      24.387429349
   2   31        3.842445062       6.140130343       4.805357085
   2   32        0.139956853       1.620264364       0.926130479
   2   33        0.095397692       0.543239251       0.319099988
   2   34        0.000571662       0.127180262       0.039631102
   2   35        2.400667587       4.301983645       3.109616914
   2   36        7.358246828      10.943252042       8.892802232
   2   37        0.661841690       1.191289345       0.876599500
   2   38        0.724130242       2.331430525       1.476235256
   2   39        0.461966626       1.484005616       0.931864131
   2   40        0.081042294       0.266888162       0.161532109
   2   41        1.459812256       3.253667291       2.300642702
   2   42        2.529365231       5.162764668       3.829101282
   2   43        0.307299357       0.706270083       0.471132061
   2   44        0.340837880       1.228543903       0.748938181
   2   45        0.144311336       0.605647278       0.345836440
   2   46        0.019281978       0.089345969       0.048329541
   2   47        1.072344709       2.153219493       1.573345627
   2   48        2.210875375       4.296049119       3.243073591
   2   49        0.245539041       0.528241138       0.357929493
   2   50        0.125219592       0.530398561       0.301250641
   2   51        0.036975020       0.229556131       0.117894653
   2   52        0.002019309       0.019999517       0.008507281
   2   53        0.681181042       1.139940102       0.880241276
   2   54        1.781348473       3.217758135       2.487329918
   2   55        0.153579993       0.308619672       0.213581442
   2   56        0.003713875       0.272236475       0.114449478
   2   57        0.001736178       0.029717799       0.013247838
   2   58        0.000003846       0.002703610       0.000573753
   2   59        0.101089335       0.262791180       0.156193433
   2   60        0.651550941       1.050691291       0.817493431
   2   61        0.013205036       0.033097564       0.020704214
       -0.1547545000       -0.1469976221
