   1    1       10.944748887      12.591605956      11.745792528
   1    2        8.981613577      10.203198628       9.554232994
   1    3       10.675794517      12.291977511      11.461300978
   1    4        8.779529285       9.980896675       9.343353152
   1    5        8.600182614       9.981501767       9.263785041
   1    6        6.631329654       7.639671931       7.107159009
   1    7        6.296948354       7.442696966       6.822146591
   1    8        4.228087930       5.028939640       4.616424495
   1    9        3.851063178       4.773890279       4.272185789
   1   10        1.521639253       2.129831305       1.795685827
   1   11        1.749202032       2.324288135       2.035083689
   1   12        0.313269816       0.590706497       0.421127997
   1   13        0.670924313       1.119396276       0.884258089
   1   14        5.908803544       9.409445969       7.384298793
   1   15       11.874567896      17.068704184      14.257097629
   1   16        5.448001841       8.150968423       6.717554106
   1   17       17.169703153      23.897931587      20.252032103
   1   18       36.511319981      48.008839086      42.006085338
   1   19       11.296685365      15.731145539      13.257370625
   1   20        2.238053332       4.028292523       2.976180402
   1   21        5.165075030       7.928131218       6.409981817
   1   22        2.569120071       4.114648335       3.291369785
   1   23       13.454576775      18.573256811      15.843913712
   1   24       29.825313454      38.904824263      34.158969526
   1   25        8.367845211      11.640936953       9.831186305
   1   26        0.670021486       1.481239369       0.992535690
   1   27        1.957398935       3.313410090       2.560783565
   1   28        0.956266510       1.760558585       1.351828388
   1   29        9.006794564      12.454544679      10.627595287
   1   30       22.077208643      28.626268154      25.160770518
   1   31        5.314525651       7.437238226       6.251858366
   1   32        0.053045868       0.245222495       0.117680082
   1   33        0.226965208       0.641010093       0.353773784
   1   34        0.078778612       0.358545502       0.194780842
   1   35        1.937217886       2.922223942       2.387793913
   1   36        8.066218009      10.535507205       9.202225769
   1   37        1.058777521       1.746021402       1.337490635
   1   38        0.312065111       0.667941477       0.453222223
   1   39        0.887945161       1.652270225       1.208193239
   1   40        0.506844829       1.119182334       0.776765295
   1   41        0.957934669       1.761568086       1.297408098
   1   42        3.569348657       5.569441157       4.457123699
   1   43        0.724392578       1.361930285       1.008596735
   1   44        0.097057973       0.238383853       0.149998570
   1   45        0.314696190       0.682007237       0.462730321
   1   46        0.254700253       0.641925430       0.422843085
   1   47        0.742927531       1.333538851       0.994184445
   1   48        2.992230672       4.593854870       3.711660781
   1   49        0.476732654       0.898014112       0.654674525
   1   50        0.018952244       0.063450441       0.033703064
   1   51        0.099129761       0.264804504       0.163285304
   1   52        0.082068514       0.270911744       0.171238075
   1   53        0.466150544       0.819929626       0.616628980
   1   54        2.247001130       3.382367127       2.765433897
   1   55        0.260891908       0.487272889       0.348610197
   1   56        0.000671563       0.006078218       0.001988283
   1   57        0.009233150       0.052247851       0.021424989
   1   58        0.002672897       0.037211253       0.009114864
   1   59        0.059549729       0.111331190       0.080743261
   1   60        0.689368080       1.066919839       0.845732396
   1   61        0.038511502       0.080458634       0.055040392
   2    1       11.962309926      13.636253868      12.738977325
   2    2        7.872112016       9.256112147       8.521912967
   2    3       11.697594038      13.332121944      12.457804203
   2    4        7.674685976       9.028198093       8.310701281
   2    5        6.152907646       7.256012970       6.678166808
   2    6        8.839582187      10.141776890       9.476212012
   2    7        4.436189799       5.372950394       4.859329091
   2    8        5.525747659       6.738083423       6.155232659
   2    9        2.532182446       3.397236519       2.951622355
   2   10        0.800591605       1.419386399       1.119582947
   2   11        2.104859435       3.236410905       2.713444919
   2   12        0.734112419       1.589371134       1.179010786
   2   13        0.093787084       0.319960157       0.203983387
   2   14        9.009134876      15.032356077      12.011032420
   2   15        9.769904690      16.561187363      13.057252799
   2   16        2.475343643       4.637405483       3.427464676
   2   17       21.991563177      29.619402462      25.497756224
